imo,load_type,quantity
9806299,bulk,0
9623984,chemical,0
9318618,chemical,0
9015022,oil,0
9686649,oil,0
9117416,bulk,0
9327384,chemical,0
9861483,chemical,0
9395056,containers,0
7364546,cargo,0
1018236,bulk,0
9448695,containers,0
7614604,cargo,0
9789984,containers,0
9103362,cargo,0
9318527,vehicles,0
9294642,cargo,0
9149770,containers,0
9704570,containers,0
9593438,oil,0
9573763,bulk,0
7380760,cargo,0
9536026,oil,0
9003574,chemical,0
9086526,bulk,0
8807375,cargo,0
9020584,cargo,0
9750579,cargo,0
1033810,oil,0
9189677,bulk,0
7625964,cargo,0
9988671,cargo,0
9111486,containers,0
9377585,oil,0
8313075,bulk,0
9780641,LPG,0
9668051,bulk,0
9888663,cargo,0
9766322,oil,0
6522593,cargo,0
9103659,cargo,0
9762962,oil,0
8230211,cargo,0
9810965,wood chips,0
9931549,bulk,0
9399806,containers,0
9368613,cargo,0
9507441,cargo,0
8309529,chemical,0
9181479,vehicles,0
9997373,cargo,0
9187368,bulk,0
6407432,chemical,0
8418758,bulk,0
9227869,bulk,0
9155389,containers,0
9185774,bulk,0
9121326,bulk,0
9440394,bulk,0
9787728,water,0
9692911,fuel,0
9396440,cargo,0
9554078,containers,0
9944481,containers,0
9330654,bulk,0
9597745,bulk,0
9991202,containers,0
8669876,aggregates,0
8420127,oil,0
9676137,oil,0
9389758,oil,0
7222138,bulk,0
9763588,bulk,0
9699115,containers,0
9735189,bulk,0
9785653,oil,0
9545390,chemical,0
9080273,bulk,0
1027392,bulk,0
9327554,oil,0
9136096,cargo,0
9127813,containers,0
9805415,chemical,0
8304921,cargo,0
9711092,oil,0
9664938,chemical,0
9770452,cargo,0
9047257,refrigerated,0
8643690,dry cargo,0
9327499,oil,0
1064522,cargo,0
9705811,oil,0
1021726,bulk,0
7804948,chemical,0
9448700,oil,0
1138684,cargo,0
9375006,cargo,0
9722792,LPG,0
8023058,cargo,0
9975399,bulk,0
8513716,cargo,0
8323551,chemical,0
9612545,cargo,0
9728423,oil,0
1140522,cargo,0
9404613,containers,0
9124782,bulk,0
7022215,cargo,0
9991800,vehicles,0
8934180,oil,0
5410236,oil,0
9984821,cargo,0
9242297,containers,0
8323989,cargo,0
9452880,oil,0
9683374,chemical,0
9959759,bulk,0
9224362,containers,0
9317341,bulk,0
8307947,cargo,0
9256444,wood chips,0
9734850,chemical,0
7200271,cargo,0
8694194,oil,0
9539389,cargo,0
7812347,cargo,0
8738146,cargo,0
9573787,bulk,0
9848895,containers,0
9002453,cargo,0
9711640,bulk,0
8505707,bulk,0
8696180,aggregates,0
9983231,bulk,0
9214006,cargo,0
9447392,cement,0
9262015,cargo,0
8801917,cargo,0
9654749,oil,0
9137208,cargo,0
9175236,oil,0
9792840,oil,0
9928621,containers,0
9252943,oil,0
9428463,bulk,0
9945485,containers,0
9050010,bulk,0
9188415,chemical,0
9591533,bulk,0
8703373,cargo,0
9407689,vehicles,0
9910789,bulk,0
9491173,bulk,0
8356261,cargo,0
9635274,cargo,0
8342296,oil,0
9337494,cargo,0
9460461,oil,0
9130949,containers,0
9698575,cargo,0
8312021,vehicles,0
9512587,cement,0
9886794,refrigerated,0
9673056,fuel,0
8013950,LNG,0
9405057,oil,0
7407037,cargo,0
9755866,cargo,0
9284673,cargo,0
7932587,bulk,0
9547908,cargo,0
9433016,oil,0
9337640,containers,0
1072543,cargo,0
9512848,chemical,0
9576313,bulk,0
9348273,bulk,0
9327580,containers,0
9368596,cargo,0
1035557,oil,0
9245720,LNG,0
8691154,aggregates,0
9332250,containers,0
9204805,chemical,0
9411006,bulk,0
9231119,cargo,0
9424534,oil,0
9292967,chemical,0
9161297,containers,0
8882040,cargo,0
9821005,chemical,0
9854507,oil,0
8113516,bulk,0
8912132,refrigerated,0
9467433,containers,0
1029766,chemical,0
9433717,LNG,0
9362889,oil,0
9379959,chemical,0
9861976,cargo,0
9456355,bulk,0
8505123,cargo,0
8406858,cargo,0
9142588,cargo,0
9714666,bulk,0
8014344,chemical,0
9969132,vehicles,0
9151864,containers,0
7411167,cargo,0
9485617,cargo,0
9940784,containers,0
9437218,containers,0
9508940,chemical,0
9940071,oil,0
7511498,bulk,0
9610468,bulk,0
8303240,chemical,0
8606161,cargo,0
9703423,bulk,0
9449120,containers,0
8844139,cargo,0
9745263,oil,0
9378395,bulk,0
9711262,LPG,0
9774628,LNG,0
9870886,bulk,0
9770737,containers,0
9211119,oil,0
9933547,oil,0
9686314,bulk,0
7819993,cargo,0
9934656,oil,0
9128207,containers,0
9953119,vehicles,0
8319134,LPG,0
8656348,cargo,0
7612474,cargo,0
9685621,bulk,0
7620859,vehicles,0
9982562,cargo,0
9703411,bulk,0
9356921,chemical,0
8509076,cargo,0
9657105,bulk,0
9261449,containers,0
9728497,bulk,0
9569578,cargo,0
9855044,oil,0
9071650,cargo,0
9946697,cargo,0
8723347,refrigerated,0
9076258,refrigerated,0
9403413,containers,0
9613642,cargo,0
1140015,cargo,0
9719678,oil,0
9497878,bulk,0
9689938,containers,0
7809182,fuel,0
9717694,bulk,0
9858008,cargo,0
9120334,bulk,0
9560326,bulk,0
1030856,bulk,0
9743928,chemical,0
9172557,bulk,0
9221865,bulk,0
9620310,bulk,0
9249037,oil,0
8223012,containers,0
9326304,bulk,0
9035395,oil,0
7374682,oil,0
8999037,oil,0
9660413,oil,0
9531387,chemical,0
9411408,cargo,0
9356854,cargo,0
1098585,cargo,0
9972622,bulk,0
9422378,bulk,0
7648966,cargo,0
9242546,bulk,0
9642497,bulk,0
9537628,bulk,0
9637703,oil,0
9167693,cargo,0
9456185,containers,0
9408449,containers,0
9167409,LPG,0
9505297,cargo,0
9656412,bulk,0
9256743,containers,0
9303766,containers,0
8410940,containers,0
6524125,cargo,0
9552032,cargo,0
9392066,cargo,0
9479230,bulk,0
7822146,cargo,0
8860432,refrigerated,0
9185047,vehicles,0
9793284,chemical,0
9090761,fuel,0
5102798,fish,0
9378618,oil,0
9216365,containers,0
9483669,containers,0
9838412,cargo,0
9146778,oil,0
8988791,cargo,0
8701911,cargo,0
1092830,cargo,0
9503627,cargo,0
9650468,bulk,0
8739437,cargo,0
7945259,bulk,0
7529914,cargo,0
8507676,containers,0
1036202,chemical,0
9549164,cargo,0
7207114,cargo,0
9551765,chemical,0
7348633,cargo,0
9507594,oil,0
9088005,cargo,0
9567831,cement,0
7702516,bulk,0
9070797,bulk,0
9253117,oil,0
9733571,chemical,0
8671025,oil,0
9624940,oil,0
9700885,bulk,0
9331830,cement,0
9284269,bulk,0
9581681,bulk,0
7029433,cargo,0
7396666,cargo,0
9986051,LNG,0
8343587,cargo,0
9658874,bulk,0
9276743,bulk,0
9063251,cargo,0
9500077,cargo,0
9702065,containers,0
9082116,oil,0
8600595,bulk,0
9635494,oil,0
9105841,cargo,0
9468126,bulk,0
9324643,bulk,0
9227015,containers,0
9226516,containers,0
9664976,bulk,0
9831971,fish,0
9234288,cargo,0
9736171,oil,0
8535453,containers,0
9519054,cargo,0
9643283,oil,0
8419908,bulk,0
9615860,cement,0
1039010,bulk,0
7376604,cement,0
9644029,cargo,0
9951886,bulk,0
7304065,ore,0
1105493,cargo,0
9226968,oil,0
9322695,chemical,0
9719719,oil,0
9438212,oil,0
7718723,LPG,0
9489675,cargo,0
9006710,oil,0
9124055,chemical,0
9373955,chemical,0
1025899,bulk,0
9191917,chemical,0
9253430,oil,0
8612316,vehicles,0
8014370,cargo,0
6822096,cargo,0
7710642,cargo,0
1077919,bulk,0
9833008,containers,0
9571612,bulk,0
9473731,containers,0
9610494,bulk,0
9857822,chemical,0
9319882,oil,0
9221645,bulk,0
9876414,oil,0
9426219,oil,0
9800879,cargo,0
9636357,bulk,0
9507520,bulk,0
9961879,bulk,0
8602414,cargo,0
8400414,cargo,0
7711725,bulk,0
9868730,cargo,0
8713809,chemical,0
8510518,cargo,0
8922709,cargo,0
9277826,vehicles,0
1020916,cargo,0
9991771,vehicles,0
9021667,LPG,0
9079640,chemical,0
8723294,cargo,0
9933224,bulk,0
9819856,oil,0
9315874,containers,0
9047192,cement,0
9545027,cargo,0
9856490,bulk,0
9956434,chemical,0
9741827,LPG,0
9118628,oil,0
9016698,LPG,0
8591562,aggregates,0
9754147,bulk,0
8900880,oil,0
6400587,cargo,0
9460772,bulk,0
8876039,cargo,0
8217386,cargo,0
9677404,cargo,0
8912508,oil,0
9693068,oil,0
9025637,chemical,0
9398060,oil,0
9757981,vehicles,0
9968360,bulk,0
9542532,bulk,0
9938418,containers,0
9356919,chemical,0
8131556,fish,0
9129691,LPG,0
9129926,bulk,0
9977816,bulk,0
9852248,cement,0
9969510,cargo,0
9902873,chemical,0
9982237,refrigerated,0
9355915,cargo,0
9810276,containers,0
9351804,containers,0
9576337,bulk,0
6708692,LPG,0
9373137,chemical,0
8408014,bulk,0
8309218,bulk,0
9140023,cargo,0
8800274,ore,0
9036155,fuel,0
9880398,oil,0
7741275,fish,0
8903038,cargo,0
9544401,bulk,0
9561332,bulk,0
8923703,fuel,0
9607473,cargo,0
9065106,oil,0
9473353,bulk,0
9893802,bulk,0
7909621,cargo,0
8883367,oil,0
9149718,bulk,0
9441283,bulk,0
9191527,bulk,0
9620932,cargo,0
7816824,containers,0
9288681,oil,0
8869787,cargo,0
6818617,cargo,0
9376725,cargo,0
9510034,cargo,0
9484948,containers,0
9617820,chemical,0
9261114,chemical,0
9635391,bulk,0
9159828,oil,0
9834325,LNG,0
9159581,cargo,0
9369992,bulk,0
9664952,bulk,0
9268851,cargo,0
8572126,aggregates,0
9989742,bulk,0
8501452,containers,0
9784776,containers,0
9074523,bulk,0
9163166,cargo,0
9538907,cargo,0
9117806,oil,0
9785835,oil,0
9226059,cargo,0
9988126,cargo,0
9261750,bulk,0
9696113,bulk,0
9934199,bulk,0
9682942,bulk,0
8301694,containers,0
8301840,cargo,0
9586710,bulk,0
9228306,vehicles,0
9550321,bulk,0
9881201,LNG,0
8564325,cargo,0
9918353,LPG,0
9245146,oil,0
8609307,cargo,0
7907348,cargo,0
9985394,vehicles,0
9153654,cargo,0
9288162,asphalt,0
9150183,containers,0
5322518,bulk,0
9112325,bulk,0
9710438,containers,0
9777400,chemical,0
9589748,oil,0
9852133,LPG,0
9786293,oil,0
9809306,chemical,0
7385112,oil,0
7371525,cargo,0
7819759,refrigerated,0
8027925,cargo,0
9728370,cargo,0
9338670,cargo,0
7932599,bulk,0
1067316,cargo,0
7827328,cargo,0
9732682,chemical,0
8997168,cargo,0
9031909,asphalt,0
9047051,bulk,0
9455923,bulk,0
9798844,bulk,0
9437309,cargo,0
9762261,LNG,0
9443047,containers,0
9917464,cargo,0
9153642,cargo,0
9118056,chemical,0
9577214,oil,0
9381342,chemical,0
8105002,chemical,0
9656503,cargo,0
9917830,chemical,0
9047245,refrigerated,0
9539949,chemical,0
9367798,vehicles,0
9198173,bulk,0
7819917,cargo,0
9565699,chemical,0
8667232,cargo,0
9469728,cargo,0
9136230,containers,0
9075682,bulk,0
9306548,LPG,0
9493638,bulk,0
9313591,chemical,0
7913062,bulk,0
9580388,cargo,0
9268019,oil,0
8959805,cargo,0
8925555,bulk,0
9880283,bulk,0
9467201,cargo,0
9379325,chemical,0
9414149,bulk,0
9591222,bulk,0
9123128,bulk,0
9865867,containers,0
9989493,bulk,0
9978561,bulk,0
9519274,water,0
9312690,cargo,0
9996446,vehicles,0
9616307,cargo,0
9667112,bulk,0
9538256,cargo,0
9074391,containers,0
9209934,vehicles,0
9859545,cargo,0
9244362,bulk,0
9200354,bulk,0
9820790,containers,0
9122411,containers,0
1015698,chemical,0
9154567,bulk,0
8217790,cargo,0
8222800,cargo,0
7915412,bulk,0
9599389,bulk,0
8415029,containers,0
9429326,containers,0
9045534,containers,0
9889136,oil,0
9118159,oil,0
8510647,bulk,0
8915718,chemical,0
1115357,cargo,0
9118616,cargo,0
9732527,LPG,0
9227223,chemical,0
7416868,containers,0
9398412,containers,0
9538347,bulk,0
9451915,containers,0
9208148,chemical,0
9575292,chemical,0
9741504,bulk,0
9308558,chemical,0
9978640,containers,0
9067556,containers,0
9654919,oil,0
8921688,cargo,0
9568380,asphalt,0
9786205,oil,0
9167265,cargo,0
9438808,chemical,0
9176656,oil,0
9388479,chemical,0
8700060,cargo,0
8741038,oil,0
7928665,cargo,0
1044211,chemical,0
9387968,cargo,0
8420270,oil,0
9600358,cargo,0
9138264,containers,0
9509786,containers,0
5316856,oil,0
9224453,oil,0
9381524,bulk,0
7810143,cargo,0
9616072,cargo,0
9250696,bulk,0
8748828,cargo,0
7727126,cargo,0
9119098,wood chips,0
9174153,oil,0
9902354,cement,0
7708900,cargo,0
8609527,chemical,0
9797759,chemical,0
7727504,fuel,0
9821512,containers,0
9902471,oil,0
8010946,cargo,0
9199268,containers,0
9901415,chemical,0
1100144,bulk,0
9992634,vehicles,0
9625308,LPG,0
9315111,oil,0
9336749,LNG,0
9481697,bulk,0
9802413,bulk,0
8904989,LPG,0
9781528,cement,0
9463023,containers,0
9126895,oil,0
8026933,bulk,0
9872406,containers,0
9324306,oil,0
9662423,bulk,0
8024155,cargo,0
8945907,oil,0
9049308,cargo,0
8313398,bulk,0
9124108,cargo,0
9408865,containers,0
7038147,cargo,0
9974565,containers,0
1101966,cargo,0
7637814,cargo,0
9065443,containers,0
9548548,bulk,0
9633147,bulk,0
9980291,bulk,0
8942565,cargo,0
8320389,oil,0
9634816,bulk,0
9579585,oil,0
7428809,cargo,0
7725714,bulk,0
8631702,cargo,0
9217319,oil,0
5284211,oil,0
9492359,bulk,0
9697600,oil,0
8807650,LPG,0
9964168,containers,0
9865960,containers,0
8117304,containers,0
1047330,chemical,0
9514937,cargo,0
1074008,bulk,0
9607083,cargo,0
9133044,cargo,0
9479254,bulk,0
9754446,cargo,0
9137612,bulk,0
7821013,oil,0
9698874,bulk,0
9428683,chemical,0
9083952,oil,0
9078672,cargo,0
9319480,chemical,0
9380855,cargo,0
9990234,vehicles,0
8015506,cargo,0
9030694,cargo,0
9323572,ore,0
9437921,containers,0
8030178,cargo,0
9802061,chemical,0
7424217,cargo,0
9305879,containers,0
9531909,containers,0
9458042,oil,0
8917560,refrigerated,0
6621296,cargo,0
9892315,cargo,0
9442770,bulk,0
1086350,bulk,0
8400062,cargo,0
1062706,cargo,0
9111917,bulk,0
9371062,cargo,0
9232101,containers,0
9722687,containers,0
9261009,cargo,0
9527374,cargo,0
8613451,refrigerated,0
9264752,containers,0
9793832,bulk,0
9466611,chemical,0
9006643,bulk,0
9167643,cement,0
8135423,cargo,0
9478810,bulk,0
9385178,chemical,0
9055436,fuel,0
8301682,refrigerated,0
8007690,refrigerated,0
7000190,refrigerated,0
9829746,chemical,0
9513842,bulk,0
9650054,LNG,0
9409546,bulk,0
8360561,oil,0
9125994,LPG,0
8724822,fuel,0
8848965,cargo,0
9367633,cement,0
9354416,containers,0
7929542,oil,0
8124759,bulk,0
9586722,oil,0
9738820,bulk,0
1036044,bulk,0
9744910,chemical,0
9115248,cargo,0
9797723,chemical,0
9919436,oil,0
9419008,cargo,0
7706562,cargo,0
9106663,oil,0
9330197,oil,0
7704617,cargo,0
9036997,cargo,0
8408636,chemical,0
8915964,aggregates,0
9605853,bulk,0
9401518,bulk,0
9511246,bulk,0
9286592,bulk,0
9685607,cargo,0
9337212,oil,0
9084009,cargo,0
9410741,containers,0
9808742,chemical,0
9861249,wood chips,0
9258040,chemical,0
9498066,oil,0
9615664,bulk,0
7517492,fuel,0
9064750,containers,0
9726762,bulk,0
7616169,bulk,0
8420189,containers,0
9404534,cargo,0
8611104,cargo,0
7624001,cargo,0
8820418,cargo,0
9427639,oil,0
8515893,cargo,0
9698680,cargo,0
9691929,bulk,0
8913875,cargo,0
9105451,bulk,0
9773739,oil,0
9102203,LPG,0
9296389,oil,0
8221868,refrigerated,0
1054852,cargo,0
9037991,cargo,0
9565637,chemical,0
7103930,oil,0
8843783,oil,0
8104498,containers,0
8203086,cement,0
1119547,oil,0
8358697,cargo,0
9712503,bulk,0
9956276,cargo,0
9623764,bulk,0
9860154,LPG,0
9317406,cargo,0
9851593,oil,0
8900995,cargo,0
8001799,bulk,0
1120039,cargo,0
9999838,bulk,0
9768605,bulk,0
6616368,cargo,0
9402809,oil,0
8602828,vehicles,0
9276406,containers,0
8319354,cargo,0
1061958,chemical,0
7112486,containers,0
9205562,cargo,0
9285354,cargo,0
7917587,chemical,0
8902424,ore,0
9445667,chemical,0
7350002,cargo,0
9986934,bulk,0
1036006,bulk,0
9480277,bulk,0
9266891,cement,0
9406001,oil,0
9719393,bulk,0
8822571,oil,0
9300403,containers,0
9347889,bulk,0
9237084,containers,0
9213820,bulk,0
9453860,oil,0
9614593,oil,0
9996769,containers,0
9782625,bulk,0
9686728,chemical,0
9044906,chemical,0
7420118,cargo,0
9905318,oil,0
9042922,cargo,0
9791274,refrigerated,0
7718242,bulk,0
9139555,fish,0
9585637,chemical,0
9117399,bulk,0
9703318,containers,0
9081150,bulk,0
8981925,cargo,0
9606027,bulk,0
9464168,bulk,0
9511258,bulk,0
9853058,bulk,0
9644720,chemical,0
9158226,cargo,0
7117278,bulk,0
8801852,cargo,0
9815202,ore,0
7371408,cargo,0
9420394,cargo,0
6718386,cargo,0
1070662,cargo,0
9684469,bulk,0
9073012,cargo,0
8419001,bulk,0
9398527,cargo,0
9369291,cargo,0
6516568,cargo,0
9308039,containers,0
9599236,containers,0
7207542,cargo,0
9376309,bulk,0
9968164,cargo,0
8132603,cargo,0
9619971,containers,0
9952000,chemical,0
9957763,chemical,0
9088550,cargo,0
9460502,chemical,0
9827164,cargo,0
9131967,vehicles,0
9041588,oil,0
9115987,cargo,0
9233923,bulk,0
8426913,refrigerated,0
8810437,cargo,0
9834430,oil,0
9082386,containers,0
9177155,oil,0
9104407,bulk,0
7928237,cargo,0
1053377,bulk,0
9335953,vehicles,0
9431707,containers,0
7007124,bulk,0
8100442,bulk,0
9772864,bulk,0
9202895,containers,0
9849502,bulk,0
9107708,oil,0
9393333,chemical,0
9797034,oil,0
9321550,containers,0
9160920,cargo,0
9927029,cargo,0
9428451,chemical,0
9168491,bulk,0
7816836,containers,0
9021198,oil,0
8402046,chemical,0
5371143,cargo,0
9341366,chemical,0
9144263,cargo,0
8616647,bulk,0
9162112,chemical,0
9631369,cargo,0
7334785,cargo,0
9410179,oil,0
9343663,containers,0
9477866,bulk,0
1048360,cargo,0
9922988,LNG,0
9846237,chemical,0
9131084,wood chips,0
9429209,containers,0
7804924,oil,0
9762285,cargo,0
8910940,oil,0
8021505,cargo,0
7943287,cargo,0
9242687,wood chips,0
9785469,containers,0
7024500,cargo,0
9341445,chemical,0
9819985,cargo,0
9137038,cargo,0
9087996,oil,0
8008852,refrigerated,0
9526887,containers,0
9150638,cargo,0
1056056,containers,0
9751315,bulk,0
9889746,fish,0
8807416,vehicles,0
9882085,fish,0
8413978,oil,0
7701938,cargo,0
9016674,refrigerated,0
9773600,fish,0
9414632,LNG,0
9571806,cargo,0
8719114,cargo,0
9019810,bulk,0
9525194,chemical,0
9764403,cargo,0
8857344,oil,0
9539834,bulk,0
9182631,containers,0
9379521,cargo,0
9790842,bulk,0
9459254,oil,0
9403140,bulk,0
9666663,LPG,0
9272668,chemical,0
9578957,containers,0
9114816,cargo,0
8919049,chemical,0
8887284,cargo,0
9466219,cargo,0
9218741,chemical,0
1026532,bulk,0
8853659,bulk,0
9571818,cargo,0
9343792,oil,0
9223734,cargo,0
7224306,containers,0
9423243,cargo,0
7710678,LPG,0
9766475,cargo,0
9757163,cargo,0
9938949,containers,0
9948308,bulk,0
9110949,containers,0
9556404,bulk,0
9117193,containers,0
9290464,containers,0
9810161,LPG,0
9034729,chemical,0
9184823,cargo,0
8965646,cargo,0
8902826,cargo,0
9938494,oil,0
9539066,cargo,0
1103108,cargo,0
9422639,chemical,0
7402594,bulk,0
9479034,bulk,0
9285718,oil,0
9661845,oil,0
9711676,fuel,0
9936317,bulk,0
9612466,cargo,0
9814636,cargo,0
9727974,bulk,0
9850812,containers,0
9015371,containers,0
8880420,cargo,0
9726750,chemical,0
9748760,bulk,0
8123872,cargo,0
9399612,oil,0
9154177,LPG,0
8312772,bulk,0
9888780,LPG,0
8924460,bulk,0
9413353,cargo,0
9937115,fuel,0
9658800,bulk,0
9960203,bulk,0
9518426,cargo,0
9006150,LPG,0
9229934,chemical,0
1110333,chemical,0
9386471,containers,0
8508682,oil,0
9131527,cargo,0
9749829,bulk,0
9308132,oil,0
8410299,cargo,0
1037892,cargo,0
9833577,oil,0
9615016,chemical,0
9542855,cargo,0
9071480,containers,0
7727530,vehicles,0
9643702,cargo,0
9149304,containers,0
9223590,bulk,0
9595333,oil,0
9040649,oil,0
8591926,bulk,0
9770763,containers,0
7724368,bulk,0
9017161,cargo,0
7361685,wine,0
9484675,bulk,0
9934670,LPG,0
9755787,cargo,0
9010802,oil,0
9395214,bulk,0
9191321,vehicles,0
9853254,chemical,0
9749312,bulk,0
9726839,asphalt,0
9785811,containers,0
9853046,bulk,0
9196448,oil,0
8320377,bulk,0
9918042,LNG,0
9711420,bulk,0
9516399,bulk,0
9015993,cargo,0
8401212,cargo,0
8129917,bulk,0
8852784,cargo,0
9948516,bulk,0
8403545,cargo,0
9901790,bulk,0
9412842,containers,0
9801093,chemical,0
9122954,vehicles,0
9556284,oil,0
8881711,cargo,0
9943920,LPG,0
9732553,oil,0
8412596,oil,0
9515008,vehicles,0
9692818,bulk,0
8316338,bulk,0
9621663,oil,0
9148805,containers,0
9336165,containers,0
6807046,chemical,0
8302882,cargo,0
9483279,bulk,0
9262259,chemical,0
8321905,vehicles,0
9163051,cargo,0
9301299,chemical,0
9435052,bulk,0
9576911,oil,0
9632832,containers,0
8907632,oil,0
7227619,cargo,0
9138977,bulk,0
9457610,oil,0
1019022,cargo,0
9270737,oil,0
9805752,bulk,0
1016355,cargo,0
8819287,refrigerated,0
9578543,bulk,0
8823599,cargo,0
9473614,LPG,0
9288552,bulk,0
9375329,chemical,0
9633410,bulk,0
9315472,cargo,0
8318312,bulk,0
7810727,LPG,0
9671890,containers,0
9745548,containers,0
9501629,oil,0
9534535,chemical,0
9454333,bulk,0
9084190,ore,0
9081083,chemical,0
9997490,containers,0
9279707,chemical,0
9363132,bulk,0
1086726,oil,0
9476941,bulk,0
9079688,cargo,0
9922782,LPG,0
8358013,cargo,0
9923217,cargo,0
9515618,containers,0
9202182,containers,0
8354897,cargo,0
9512563,bulk,0
9066239,oil,0
1095246,fuel,0
8110411,cargo,0
9903140,LPG,0
9069944,containers,0
8631324,cargo,0
9371036,chemical,0
7729007,oil,0
8572566,aggregates,0
9572692,chemical,0
1073327,cargo,0
9546461,cargo,0
9489065,chemical,0
8521799,cargo,0
8509404,cargo,0
9832717,containers,0
1017608,oil,0
1129188,bulk,0
9583005,bulk,0
8206272,cargo,0
9266920,vehicles,0
9282417,oil,0
9551686,bulk,0
9174220,oil,0
9576909,chemical,0
9986013,chemical,0
5208944,cargo,0
9235531,containers,0
9728681,bulk,0
9745914,fuel,0
8848745,oil,0
7600615,oil,0
9757723,oil,0
9241449,containers,0
9063079,oil,0
8627971,cargo,0
9512317,bulk,0
9621780,bulk,0
9213911,cement,0
9127461,bulk,0
9428205,containers,0
9170420,oil,0
9875343,containers,0
9343625,cargo,0
9250488,chemical,0
9371933,cargo,0
9274575,bulk,0
7358901,cargo,0
8608743,refrigerated,0
9194098,cargo,0
9563574,oil,0
9715555,chemical,0
9943669,containers,0
9699177,bulk,0
9477505,chemical,0
9323625,cargo,0
9088653,cargo,0
9978779,bulk,0
9121924,bulk,0
9909223,bulk,0
9137674,containers,0
7046508,oil,0
9936800,bulk,0
9436020,oil,0
9014884,cargo,0
7612462,cargo,0
9886641,oil,0
8214176,containers,0
9305192,bulk,0
9344019,oil,0
7405663,cargo,0
8116570,LPG,0
7427374,bulk,0
9606546,bulk,0
9837626,oil,0
9854478,chemical,0
9164548,cargo,0
9661235,chemical,0
8414348,bulk,0
8904123,containers,0
8005898,bulk,0
9489194,chemical,0
9064700,cargo,0
9495715,bulk,0
9946245,containers,0
9057288,cargo,0
9875202,vehicles,0
9810379,LNG,0
9984510,bulk,0
8707355,containers,0
9195810,cargo,0
9546253,cargo,0
9729166,bulk,0
9740122,bulk,0
9032252,oil,0
9391660,containers,0
9065297,containers,0
9116321,bulk,0
9158513,containers,0
9225524,bulk,0
9427029,bulk,0
9333412,oil,0
9467574,bulk,0
9154189,chemical,0
9455557,bulk,0
9660138,chemical,0
7400431,cement,0
9262900,oil,0
9370123,cargo,0
9670731,bulk,0
9361483,chemical,0
9971446,cargo,0
9146297,containers,0
8358958,cargo,0
9288461,bulk,0
1020540,bulk,0
7324869,oil,0
8601381,containers,0
9539913,chemical,0
7928108,bulk,0
9800180,chemical,0
9848053,cargo,0
9640516,oil,0
9442172,containers,0
9051765,oil,0
8315035,chemical,0
8500109,bulk,0
7047356,cargo,0
9316919,wood chips,0
9431381,oil,0
8852485,cargo,0
8031421,cargo,0
9720500,containers,0
9118288,cargo,0
9307126,oil,0
9363118,wood chips,0
9471018,LPG,0
9575125,chemical,0
9969948,containers,0
7913177,containers,0
9965825,bulk,0
9578048,chemical,0
9603893,bulk,0
9714276,LNG,0
9747766,bulk,0
8133683,cargo,0
9240732,cargo,0
9506588,cargo,0
9135834,cargo,0
9221815,containers,0
9398424,containers,0
9273387,chemical,0
5141342,cargo,0
9784752,oil,0
9293533,asphalt,0
1033535,bulk,0
8823903,cargo,0
8307870,bulk,0
9514559,oil,0
9531272,cargo,0
9161003,containers,0
9552434,bulk,0
9624407,oil,0
9958872,containers,0
9406049,bulk,0
7807031,cargo,0
9893852,containers,0
9157416,bulk,0
8343185,bulk,0
8890138,cargo,0
9858539,bulk,0
8316003,refrigerated,0
9832731,bulk,0
8457742,fish,0
9728069,vehicles,0
8107787,cargo,0
1061556,bulk,0
1076185,cargo,0
9228241,bulk,0
8618449,containers,0
9327437,chemical,0
9574092,vehicles,0
9232979,containers,0
9437244,containers,0
8921822,bulk,0
7815569,oil,0
8705735,oil,0
9036272,chemical,0
9330422,bulk,0
8106434,bulk,0
9805295,bulk,0
9144184,asphalt,0
8861682,cargo,0
9811919,bulk,0
9777216,containers,0
8866046,oil,0
1021398,vehicles,0
8833233,bulk,0
9037965,vehicles,0
9706736,containers,0
9554705,bulk,0
9118173,oil,0
9451898,vehicles,0
9123520,containers,0
9387750,LPG,0
9659165,cargo,0
9958080,containers,0
9060273,containers,0
7702839,bulk,0
9116967,ore,0
1069493,bulk,0
8330906,oil,0
7913191,containers,0
9813278,chemical,0
8209078,refrigerated,0
1098559,bulk,0
9001057,containers,0
1065291,oil,0
9543512,oil,0
9296597,oil,0
9993482,bulk,0
1017488,LPG,0
9169859,cargo,0
9148611,bulk,0
9088574,wood chips,0
9615444,oil,0
9182930,oil,0
6916873,cargo,0
9893931,containers,0
9299214,chemical,0
9469716,cargo,0
9467093,bulk,0
7645500,cargo,0
9615054,bulk,0
9613903,cargo,0
9117284,oil,0
9784221,oil,0
9712424,oil,0
9512898,bulk,0
9257503,oil,0
9798973,chemical,0
9720017,bulk,0
9460655,bulk,0
9041045,bulk,0
9838591,oil,0
9955430,containers,0
8817370,cargo,0
8679792,cargo,0
8613982,oil,0
8817095,cement,0
9186194,cargo,0
8503278,cargo,0
9612088,bulk,0
8901585,bulk,0
9066497,oil,0
9124938,chemical,0
8613360,oil,0
9331062,ore,0
9938054,LPG,0
9317004,bulk,0
9336983,oil,0
6727155,cargo,0
9808314,chemical,0
9595539,chemical,0
8763050,cargo,0
9664770,oil,0
8907515,chemical,0
9901403,LPG,0
9401037,cargo,0
9234379,containers,0
9815238,ore,0
9358278,cargo,0
9298715,chemical,0
9478872,bulk,0
8613437,oil,0
9203239,LPG,0
