imo,load_type,quantity
9249867,chemical,0
7631602,cargo,0
8666161,cargo,0
7526699,cargo,0
9592824,cargo,0
9840659,bulk,0
9446453,bulk,0
7337725,cargo,0
9102514,containers,0
9030486,cargo,0
9286190,chemical,0
9635054,cargo,0
7501376,LPG,0
8341113,cargo,0
9852767,bulk,0
9310422,bulk,0
9425289,cargo,0
9473573,bulk,0
9728813,oil,0
9179610,oil,0
9847231,oil,0
1016525,chemical,0
9440667,chemical,0
9071222,bulk,0
9367255,chemical,0
9294953,cargo,0
9910521,oil,0
9701009,cargo,0
9065065,oil,0
9657870,bulk,0
8857590,fuel,0
9611864,cargo,0
9747314,bulk,0
9115107,chemical,0
8306761,bulk,0
9398606,cargo,0
9902512,LPG,0
9232060,bulk,0
9262132,containers,0
7621114,cargo,0
9416587,chemical,0
9126429,bulk,0
8312502,LPG,0
1017787,cargo,0
9525728,cargo,0
9788605,chemical,0
9974113,vehicles,0
9344356,chemical,0
9548732,bulk,0
8713823,cargo,0
9472579,containers,0
9142447,containers,0
9459618,cargo,0
7701469,bulk,0
9140621,aggregates,0
9122825,cargo,0
9442196,oil,0
9697337,cargo,0
9468308,containers,0
9085766,oil,0
9414723,cargo,0
9135793,chemical,0
8020848,cargo,0
9123958,containers,0
9052393,oil,0
9758789,chemical,0
9732929,chemical,0
9287601,cargo,0
9854959,cargo,0
9158850,containers,0
9614347,bulk,0
9193721,LPG,0
9419010,chemical,0
9959462,bulk,0
9186429,containers,0
9249104,chemical,0
9427495,cargo,0
9111436,cargo,0
9284867,bulk,0
9935208,containers,0
9195561,cargo,0
7602338,containers,0
9078488,refrigerated,0
9018311,cargo,0
9747546,bulk,0
1077270,containers,0
9164859,cargo,0
8506751,vehicles,0
9511179,asphalt,0
9345568,cargo,0
9766889,LNG,0
9404077,containers,0
9142485,containers,0
8204729,oil,0
9634854,bulk,0
7810923,containers,0
9777383,chemical,0
9448138,vehicles,0
8414180,oil,0
8418916,chemical,0
9629251,oil,0
9691553,bulk,0
8999881,cargo,0
8327753,cargo,0
9694878,cargo,0
9578000,chemical,0
8669589,oil,0
9322231,containers,0
9961178,fish,0
9481427,bulk,0
9037123,oil,0
9537173,fuel,0
9171357,chemical,0
9987184,bulk,0
9276303,chemical,0
8651520,cargo,0
8976891,cargo,0
9966128,containers,0
8209717,cargo,0
9151826,cargo,0
9396086,chemical,0
1060617,cargo,0
8799255,oil,0
9475583,bulk,0
9162992,bulk,0
8853738,aggregates,0
9585194,oil,0
9173070,chemical,0
9846990,chemical,0
9583665,chemical,0
9439400,oil,0
9776420,containers,0
9361990,LNG,0
8508589,bulk,0
9197143,chemical,0
9279850,chemical,0
9276315,chemical,0
8812772,chemical,0
9536014,oil,0
9893022,oil,0
9931173,chemical,0
9542829,bulk,0
9601613,cargo,0
9930301,oil,0
9198214,bulk,0
9172131,LPG,0
9605451,chemical,0
8118578,bulk,0
9595448,containers,0
8223505,asphalt,0
9471812,cargo,0
9331012,containers,0
7612797,bulk,0
9015383,oil,0
7427635,chemical,0
9366952,oil,0
9565558,vehicles,0
9101144,cargo,0
9257096,bulk,0
9604914,vehicles,0
9151917,containers,0
9008524,containers,0
7927805,bulk,0
9491214,bulk,0
9811579,cargo,0
9050565,oil,0
8208165,bulk,0
1049352,bulk,0
8992704,fuel,0
8830061,bulk,0
1066453,bulk,0
8917534,refrigerated,0
8728074,cargo,0
9253492,bulk,0
9384095,chemical,0
9074688,bulk,0
9860233,bulk,0
9243526,bulk,0
9347578,containers,0
8319562,refrigerated,0
8934233,oil,0
9513749,bulk,0
9226944,bulk,0
9881304,vehicles,0
9370317,bulk,0
1049869,containers,0
9247132,cargo,0
9906324,bulk,0
8223098,cargo,0
9018165,cargo,0
8302234,cargo,0
9935868,containers,0
8002274,cargo,0
9141912,cargo,0
9713416,bulk,0
9461233,bulk,0
9996800,cargo,0
9027142,oil,0
9824071,ore,0
1063504,cargo,0
7820916,containers,0
9913652,bulk,0
9077290,containers,0
9789269,chemical,0
1030478,bulk,0
9989871,cargo,0
9790907,containers,0
9484285,containers,0
9691151,bulk,0
9386251,bulk,0
9789635,containers,0
9372676,cargo,0
5137547,cargo,0
9038672,ore,0
9313709,cargo,0
7102649,cargo,0
9878034,chemical,0
9883675,bulk,0
9582374,bulk,0
9316098,containers,0
9171278,bulk,0
7700130,pipe,0
9530333,cargo,0
9506564,cargo,0
8230675,oil,0
9574391,bulk,0
9050266,bulk,0
7007071,cargo,0
7816513,cargo,0
9213507,cargo,0
7728560,cargo,0
9088768,cargo,0
7643978,ore,0
9130511,containers,0
9254989,bulk,0
8876156,cargo,0
9427990,chemical,0
9625724,oil,0
9805001,cargo,0
8009076,livestock,0
7502928,containers,0
8226650,cargo,0
9780718,cargo,0
9778480,LPG,0
8808147,cement,0
9624419,oil,0
9087362,cargo,0
8004296,cargo,0
9645425,oil,0
9572331,ore,0
9166766,LPG,0
9479022,bulk,0
9275426,LPG,0
8850906,cargo,0
9523249,chemical,0
7104972,livestock,0
9402304,bulk,0
9996733,containers,0
9212412,chemical,0
9721877,bulk,0
9138111,bulk,0
9722314,vehicles,0
9346641,fuel,0
9481673,bulk,0
9870989,oil,0
9567295,chemical,0
8721533,cargo,0
9298882,cargo,0
9413729,cargo,0
9224788,bulk,0
8517231,cargo,0
9516454,containers,0
9352743,cargo,0
9814179,chemical,0
8613190,oil,0
1130058,cargo,0
8591251,cargo,0
8626551,cargo,0
9996745,containers,0
9455973,oil,0
9127954,bulk,0
9396098,chemical,0
9934010,cargo,0
9729805,cargo,0
9989948,bulk,0
9633123,bulk,0
9406489,bulk,0
9196424,refrigerated,0
8808288,cargo,0
9789245,cargo,0
9179232,cargo,0
9525883,containers,0
9950301,containers,0
9806158,oil,0
7920247,refrigerated,0
9604988,bulk,0
9155872,cargo,0
9637260,containers,0
9389708,containers,0
8314835,cargo,0
9363065,bulk,0
9035412,bulk,0
9838553,bulk,0
8351259,oil,0
9330381,chemical,0
9334519,containers,0
8986987,cargo,0
9798014,oil,0
9304423,containers,0
9948968,oil,0
9147095,containers,0
7211957,cargo,0
8859079,cargo,0
9313711,cargo,0
9813840,containers,0
9045948,refrigerated,0
9312846,oil,0
7608344,bulk,0
9090979,cargo,0
9810692,limestone,0
9127100,containers,0
9342865,bulk,0
9228033,bulk,0
9485887,bulk,0
9463580,bulk,0
9730957,chemical,0
9482782,bulk,0
9224910,cargo,0
9907445,oil,0
9487433,bulk,0
1087275,cargo,0
9294381,containers,0
8598297,oil,0
9976044,cargo,0
9001370,cargo,0
8844555,cargo,0
9388340,containers,0
9568445,oil,0
9594664,oil,0
9158977,containers,0
9711066,vehicles,0
9520041,containers,0
7005671,cargo,0
8509363,cargo,0
9863663,cargo,0
8300626,cargo,0
9309851,oil,0
9650652,containers,0
9120035,bulk,0
9748007,chemical,0
7507045,cargo,0
9442627,vehicles,0
8405103,cargo,0
8717245,oil,0
9309863,cargo,0
8917754,bulk,0
9204726,cargo,0
7924932,oil,0
9647734,chemical,0
9374557,chemical,0
9269087,oil,0
9419539,containers,0
9188609,bulk,0
9933418,bulk,0
7206342,chemical,0
9732864,cargo,0
9501875,cargo,0
9670092,bulk,0
8325858,water,0
9065144,cargo,0
9407768,cargo,0
9977854,containers,0
9687540,containers,0
9275141,bulk,0
9713521,fuel,0
9198109,containers,0
9109902,bulk,0
9780483,containers,0
9150298,bulk,0
9422859,chemical,0
9633214,bulk,0
1072024,cargo,0
9200964,oil,0
8118475,cargo,0
9433444,containers,0
9590008,oil,0
1048334,cargo,0
9985643,aggregates,0
9536959,vehicles,0
9685619,bulk,0
9367279,cargo,0
7920699,oil,0
9710311,chemical,0
7802691,cargo,0
9941128,containers,0
1043188,chemical,0
8744535,aggregates,0
9344497,cargo,0
9938248,containers,0
9001069,containers,0
9078622,oil,0
9485590,chemical,0
9636589,bulk,0
9849227,containers,0
8735895,fuel,0
9119141,bulk,0
9950715,bulk,0
9594078,bulk,0
9428669,cargo,0
8707927,cargo,0
9197026,cargo,0
9364100,fish,0
9708617,oil,0
9973054,bulk,0
9940148,bulk,0
9369784,cargo,0
9160267,bulk,0
9375642,cargo,0
1033561,bulk,0
8721399,cargo,0
8820597,oil,0
9356866,cargo,0
9749386,chemical,0
8013041,cargo,0
9673642,containers,0
9425942,bulk,0
8121771,cargo,0
9770579,bulk,0
9696412,bulk,0
9081241,oil,0
9453262,bulk,0
9422328,bulk,0
9304124,bulk,0
9259173,oil,0
9557472,cargo,0
1015739,bulk,0
9812626,oil,0
9197765,cargo,0
9037305,cargo,0
8412534,cargo,0
9323780,vehicles,0
8302131,oil,0
9447445,bulk,0
9846392,cargo,0
9555228,containers,0
9730256,bulk,0
8000604,bulk,0
9853644,chemical,0
1046465,containers,0
8577279,containers,0
7391226,oil,0
9154232,oil,0
7930175,refrigerated,0
9927445,cargo,0
5322491,cargo,0
9306251,containers,0
9936159,chemical,0
8843276,cargo,0
9809564,chemical,0
1059395,fuel,0
8328757,cargo,0
8814639,bulk,0
8115605,containers,0
8315645,oil,0
9449429,chemical,0
8909903,cargo,0
8643860,oil,0
9662370,bulk,0
9120865,containers,0
9256999,oil,0
8910811,LPG,0
8508814,oil,0
8618889,chemical,0
9250892,oil,0
8516201,asphalt,0
9437206,containers,0
9396555,bulk,0
9345659,chemical,0
9905710,bulk,0
1074395,cargo,0
9800013,chemical,0
9972579,cargo,0
9116668,bulk,0
9462093,oil,0
9226011,oil,0
8848783,cargo,0
9972438,bulk,0
9881756,cargo,0
8655148,cargo,0
9397420,cargo,0
6703989,cargo,0
9367023,chemical,0
9849904,bulk,0
9482627,oil,0
8403674,vehicles,0
9987809,vehicles,0
9686364,oil,0
9480186,containers,0
9455715,vehicles,0
9867401,bulk,0
9358369,bulk,0
7111054,cargo,0
9405875,LPG,0
9942108,bulk,0
8204731,bulk,0
9633006,bulk,0
5206362,cement,0
9990923,bulk,0
9261360,bulk,0
9528196,bulk,0
9257620,chemical,0
9992244,LNG,0
9959319,bulk,0
9883754,bulk,0
7533393,cargo,0
9305609,oil,0
9596105,bulk,0
8213548,chemical,0
9931496,cargo,0
1121461,oil,0
8516287,cargo,0
1021958,cargo,0
9411939,oil,0
8632079,cargo,0
9326524,chemical,0
8811077,aggregates,0
9531739,vehicles,0
9520625,bulk,0
8610928,bulk,0
9623881,bulk,0
9150494,cargo,0
9061227,cargo,0
1053470,bulk,0
7901746,cargo,0
9486570,bulk,0
9647863,bulk,0
9924015,oil,0
8812631,bulk,0
8989678,oil,0
8715508,chemical,0
9065273,cargo,0
8225345,cargo,0
8866917,cargo,0
9185920,chemical,0
9268083,cargo,0
8909446,cargo,0
9341782,cement,0
9526863,chemical,0
7610749,bulk,0
9283916,cargo,0
8591029,bulk,0
8321890,bulk,0
9191175,chemical,0
9798870,oil,0
9652545,bulk,0
9724128,oil,0
9851969,cargo,0
9784295,containers,0
9107722,oil,0
9113903,cement,0
9717606,cargo,0
9625243,bulk,0
9621065,cargo,0
8655980,bulk,0
7903964,cement,0
7723936,oil,0
1118581,cargo,0
1068059,cargo,0
9385506,cargo,0
9553232,bulk,0
9505352,bulk,0
7813420,refrigerated,0
9297709,chemical,0
8517102,chemical,0
9695808,cargo,0
9029279,cargo,0
9152583,containers,0
9621261,ore,0
9588378,bulk,0
8806890,bulk,0
8929238,bulk,0
9327451,chemical,0
9615157,bulk,0
9009994,LPG,0
9642576,cargo,0
9645475,containers,0
9659517,oil,0
9493274,containers,0
6709062,fuel,0
9863297,containers,0
9882504,containers,0
9267651,containers,0
8530398,oil,0
7329924,cargo,0
9623647,bulk,0
9447160,bulk,0
9722675,containers,0
8680595,cargo,0
9084695,oil,0
9300300,containers,0
9140009,bulk,0
8404707,cargo,0
8827624,cargo,0
9087350,cargo,0
9234628,chemical,0
9814533,cargo,0
9932505,containers,0
9511789,chemical,0
7721835,cargo,0
9928023,oil,0
1014565,wood chips,0
9397602,containers,0
8218562,cargo,0
9847035,cargo,0
9513127,oil,0
9091961,cargo,0
9991496,bulk,0
9212785,cargo,0
9434606,bulk,0
9388807,oil,0
1104205,containers,0
9293571,vehicles,0
7941978,cargo,0
9578622,bulk,0
9740108,bulk,0
9995856,cargo,0
9070137,refrigerated,0
9377236,LPG,0
9699969,cargo,0
9141053,containers,0
9829760,chemical,0
9967976,containers,0
9340300,cargo,0
9604043,oil,0
9742170,containers,0
1041776,cargo,0
9970246,bulk,0
9523225,cargo,0
9003885,oil,0
9066057,cargo,0
8508541,cargo,0
9925538,containers,0
9377963,cargo,0
9442093,cargo,0
9532757,oil,0
8665325,cargo,0
1048669,containers,0
8865121,oil,0
9672375,containers,0
9160970,cargo,0
1048580,oil,0
9712515,bulk,0
9024932,cargo,0
9117480,oil,0
9178082,oil,0
9605279,containers,0
8421652,cargo,0
8805121,chemical,0
9871347,containers,0
9244702,wood chips,0
1019101,containers,0
9272943,bulk,0
9807932,fish,0
8977948,cargo,0
9518086,bulk,0
1055868,chemical,0
1016721,containers,0
9763631,bulk,0
1031812,bulk,0
8212128,cargo,0
9278739,bulk,0
9540326,cement,0
8512968,timber,0
8409068,oil,0
9125217,bulk,0
9392078,bulk,0
1026661,chemical,0
9304320,chemical,0
1112812,cargo,0
8121331,cargo,0
9368742,containers,0
9330874,oil,0
9614737,chemical,0
9643831,oil,0
8942931,cargo,0
9226176,cargo,0
9892963,cargo,0
8791057,chemical,0
8818178,containers,0
7120823,cargo,0
9892652,cargo,0
6919356,oil,0
9191412,oil,0
9811074,asphalt,0
9454462,cargo,0
7606944,oil,0
9446465,bulk,0
1023712,cargo,0
9600865,oil,0
8604553,cargo,0
8617419,bulk,0
9805063,chemical,0
9197131,oil,0
9153123,containers,0
1036460,cargo,0
9575474,ore,0
8902931,bulk,0
9916824,LPG,0
9362645,chemical,0
9712931,bulk,0
8004090,oil,0
9284960,oil,0
9202170,containers,0
8402591,cargo,0
9077240,bulk,0
9708966,bulk,0
9637131,bulk,0
8818893,cargo,0
8810384,cargo,0
7501871,bulk,0
8706155,LNG,0
9039286,cargo,0
1023059,containers,0
9984156,chemical,0
9504102,cargo,0
9528794,oil,0
9117765,oil,0
1034747,chemical,0
1046867,cargo,0
9682851,bulk,0
7362445,cargo,0
9619799,bulk,0
9434151,cargo,0
9787522,containers,0
9411783,cargo,0
8222434,cargo,0
9355123,LPG,0
9066473,oil,0
9307839,containers,0
1048255,chemical,0
8317801,bulk,0
9549322,cargo,0
9859258,chemical,0
9744673,containers,0
9695080,fuel,0
1057804,cargo,0
9300788,chemical,0
9434670,chemical,0
9331957,cement,0
9239800,bulk,0
9489974,bulk,0
9176802,oil,0
9372779,LPG,0
9714642,chemical,0
9901025,oil,0
9246140,containers,0
9364837,bulk,0
7501819,bulk,0
9797216,containers,0
9514509,bulk,0
9344306,bulk,0
9974101,vehicles,0
8672043,bulk,0
1105429,cargo,0
8742238,fuel,0
9948217,containers,0
8684151,cargo,0
9788758,chemical,0
9416434,bulk,0
9404443,bulk,0
9408190,oil,0
9723007,chemical,0
9535400,oil,0
9441685,chemical,0
1107441,bulk,0
9381330,chemical,0
9400112,containers,0
8818881,bulk,0
3545245,cargo,0
9584592,bulk,0
9298296,oil,0
9045687,cargo,0
9711729,bulk,0
9956850,bulk,0
9734513,LPG,0
9191424,oil,0
9552408,bulk,0
9031985,LPG,0
9692533,fuel,0
9266750,oil,0
9493030,oil,0
9119907,cargo,0
9315214,containers,0
9340726,bulk,0
9153941,cargo,0
9828900,chemical,0
8652902,cargo,0
9224465,oil,0
9827372,bulk,0
9491898,vehicles,0
9412062,LPG,0
8412405,cargo,0
9379533,cargo,0
9215933,bulk,0
9295335,chemical,0
9183790,cargo,0
8900787,fuel,0
9920930,refrigerated,0
9065699,cargo,0
9962964,cargo,0
9089671,containers,0
9743849,chemical,0
9357640,chemical,0
9913640,bulk,0
8201301,containers,0
8511809,cargo,0
9626699,chemical,0
9793961,containers,0
7430709,cargo,0
9190781,containers,0
8200644,bulk,0
9208435,cargo,0
9950959,containers,0
9971355,containers,0
7111420,cargo,0
9110937,containers,0
7929255,bulk,0
9950698,cargo,0
9602461,chemical,0
9766499,cargo,0
8709585,chemical,0
8820092,cargo,0
1140467,cargo,0
9597252,oil,0
8918447,oil,0
8230089,cargo,0
9829411,chemical,0
9978913,cargo,0
9418925,chemical,0
9038749,oil,0
8322181,containers,0
8009480,oil,0
9186778,bulk,0
9901661,cargo,0
8913992,refrigerated,0
9324722,bulk,0
7616248,vehicles,0
9257591,oil,0
9321536,containers,0
9308168,oil,0
9002532,wood chips,0
9767041,bulk,0
9021083,cargo,0
9310680,oil,0
6800919,bulk,0
9591117,oil,0
8948430,cargo,0
9125566,bulk,0
9498133,cargo,0
9344203,chemical,0
9633757,containers,0
6919100,cargo,0
7624300,cargo,0
8820951,oil,0
9305001,containers,0
8108913,bulk,0
8017877,cargo,0
8005288,bulk,0
9148582,chemical,0
8903131,LPG,0
8403765,refrigerated,0
9926752,LPG,0
1088396,containers,0
9511117,chemical,0
7923665,oil,0
9372640,cement,0
7415034,cargo,0
9339806,cargo,0
9482809,oil,0
7631494,cargo,0
8422905,cargo,0
8764535,cargo,0
9519573,ore,0
8209121,cargo,0
9224271,oil,0
9476939,bulk,0
9284647,chemical,0
9150901,oil,0
9401817,bulk,0
9597460,LPG,0
9704532,chemical,0
9785366,bulk,0
8805688,oil,0
9941544,bulk,0
8907931,containers,0
9943877,containers,0
9312250,bulk,0
9162069,chemical,0
9643738,bulk,0
8400050,refrigerated,0
9074470,bulk,0
8787226,cargo,0
9297096,cargo,0
1150462,oil,0
9607722,oil,0
9627655,oil,0
9057331,cargo,0
8904446,cargo,0
8909795,cargo,0
9864186,bulk,0
9103635,cargo,0
9151993,containers,0
9411082,oil,0
9493107,ore,0
9440241,cargo,0
9005417,containers,0
9698472,cargo,0
9746322,cargo,0
9478030,bulk,0
9241205,containers,0
9006320,cargo,0
9447756,chemical,0
9960978,oil,0
9413042,chemical,0
7360069,oil,0
9354363,containers,0
8103535,bulk,0
9682033,cargo,0
9763538,bulk,0
1031343,cargo,0
9673654,containers,0
9869590,bulk,0
9849758,bulk,0
9520261,chemical,0
9489857,cargo,0
9382683,bulk,0
9322334,containers,0
9923750,chemical,0
9385609,cargo,0
9290177,containers,0
9662758,bulk,0
9708564,oil,0
9480095,cargo,0
1032000,bulk,0
9602382,bulk,0
9320324,bulk,0
8910873,cargo,0
6608892,cargo,0
9385879,bulk,0
9766580,LNG,0
8945921,oil,0
9162045,bulk,0
9005273,oil,0
9331385,chemical,0
8406729,cargo,0
8326022,cargo,0
9283899,bulk,0
9563897,cargo,0
9403293,chemical,0
8906872,bulk,0
7382706,bulk,0
9719288,LPG,0
9818979,cement,0
1015210,chemical,0
9726205,cargo,0
9898503,chemical,0
9197349,containers,0
8123107,cargo,0
9937256,bulk,0
9235737,oil,0
9753583,ore,0
9967287,containers,0
9233753,oil,0
9491379,bulk,0
9594535,bulk,0
8903715,containers,0
9388833,LNG,0
8667672,cargo,0
9133290,bulk,0
9296169,fish,0
1143990,cargo,0
9515319,chemical,0
9789647,containers,0
9100401,bulk,0
1016305,chemical,0
9785421,containers,0
9851529,vehicles,0
8418734,bulk,0
1057050,bulk,0
9432373,chemical,0
9741712,bulk,0
9232412,containers,0
9943554,bulk,0
9000431,wood chips,0
9110327,bulk,0
9128037,refrigerated,0
9157624,LNG,0
7530808,vehicles,0
1040277,vehicles,0
9878553,cargo,0
8500604,chemical,0
9262546,cargo,0
9196228,cargo,0
9760304,containers,0
9760392,cargo,0
9291951,bulk,0
9435686,containers,0
9260263,oil,0
8113827,oil,0
9492347,bulk,0
9880611,cargo,0
9730414,oil,0
9592020,bulk,0
9691242,oil,0
1025916,bulk,0
7813705,cargo,0
9737101,chemical,0
9364710,cargo,0
9369849,fish,0
9790361,chemical,0
9114701,cargo,0
9179622,oil,0
9455375,bulk,0
9371270,oil,0
9796602,livestock,0
7710927,refrigerated,0
9244271,bulk,0
9933511,LPG,0
1115981,oil,0
8987620,oil,0
8312019,bulk,0
7612527,cargo,0
9300893,cargo,0
9959436,bulk,0
6421581,livestock,0
9988279,chemical,0
8222214,LPG,0
9613604,cargo,0
9352561,oil,0
9488736,cargo,0
7434482,LPG,0
8747173,cargo,0
9959864,cargo,0
9857157,containers,0
9137600,bulk,0
9406673,oil,0
9816531,chemical,0
9310654,oil,0
6704919,fish,0
9282259,containers,0
9747950,bulk,0
9708588,oil,0
9444950,containers,0
9655420,cargo,0
9104201,chemical,0
9342243,cargo,0
9208057,oil,0
9776341,LPG,0
9454113,oil,0
9324411,cargo,0
9557630,chemical,0
9110822,cargo,0
8890750,cargo,0
9718155,bulk,0
7900144,bulk,0
9489091,chemical,0
8844878,cargo,0
9320764,LPG,0
8814249,oil,0
9246645,oil,0
8036079,fish,0
8866802,cargo,0
9348417,oil,0
9334583,chemical,0
8853714,cargo,0
9577123,oil,0
9278557,bulk,0
9188934,cargo,0
9691424,bulk,0
9314973,containers,0
9189108,bulk,0
9593684,cargo,0
8734920,bulk,0
9468750,bulk,0
9536997,cargo,0
9864394,bulk,0
9447005,bulk,0
9457660,containers,0
9601376,cargo,0
9985318,chemical,0
9455650,bulk,0
7354022,cement,0
9343390,oil,0
9439993,oil,0
9289960,containers,0
9555204,oil,0
9592800,bulk,0
9219800,containers,0
9839076,bulk,0
9867554,bulk,0
8028292,cargo,0
8917572,refrigerated,0
9686912,containers,0
9183350,oil,0
9018359,cargo,0
9808792,bulk,0
8421389,cargo,0
7350985,cargo,0
8120832,cargo,0
8922175,cargo,0
7815052,cargo,0
8512504,cargo,0
9284740,vehicles,0
7632278,refrigerated,0
9164201,oil,0
9332793,bulk,0
9863675,cargo,0
9142095,bulk,0
1060021,oil,0
9355202,vehicles,0
8625545,cargo,0
9809655,chemical,0
9302061,cargo,0
9222687,cement,0
1103926,cargo,0
9714599,cargo,0
9190078,chemical,0
9114232,chemical,0
7808401,oil,0
9403841,bulk,0
9994840,bulk,0
9262211,LNG,0
9473535,ore,0
7802251,containers,0
9371878,chemical,0
9260914,containers,0
9263306,bulk,0
9722780,LPG,0
7300095,oil,0
9490076,chemical,0
1116648,containers,0
9061239,cargo,0
9793674,fish,0
8421406,chemical,0
8801371,cargo,0
9316335,containers,0
9855563,bulk,0
5162839,cargo,0
9131046,bulk,0
9981491,LNG,0
8910055,cargo,0
9331763,bulk,0
8128066,bulk,0
9364588,chemical,0
9238612,containers,0
9552903,chemical,0
9279800,bulk,0
7430723,cargo,0
9467299,containers,0
8709640,containers,0
9827994,chemical,0
1085514,cargo,0
9375733,ore,0
8698542,bulk,0
8847260,cargo,0
9529293,oil,0
9363663,bulk,0
9928891,cargo,0
9046796,cargo,0
8203402,bulk,0
9771341,oil,0
9575175,bulk,0
9917854,chemical,0
8906250,cargo,0
6420484,vehicles,0
8502793,refrigerated,0
9254678,bulk,0
9313917,containers,0
9606778,bulk,0
9451707,chemical,0
9443475,containers,0
8519473,chemical,0
9718210,bulk,0
8713964,oil,0
7723950,chemical,0
9486594,bulk,0
9857717,containers,0
6901696,pallets,0
9497218,bulk,0
9414266,chemical,0
9944455,containers,0
9620970,cargo,0
7917408,oil,0
8649826,cargo,0
8649993,cargo,0
8020202,vehicles,0
9540405,cargo,0
8302856,cargo,0
9205976,vehicles,0
9242558,containers,0
9501069,cargo,0
9066071,cargo,0
9854973,livestock,0
9220366,vehicles,0
9354349,containers,0
9657686,oil,0
9260433,containers,0
9981087,cargo,0
9160346,cargo,0
9006215,cargo,0
9238507,bulk,0
9045974,oil,0
8315231,bulk,0
9048031,oil,0
8920567,chemical,0
8882002,fish,0
9903334,cargo,0
9670004,LPG,0
9823871,cargo,0
9202039,chemical,0
8811792,bulk,0
9107136,cargo,0
6908670,cargo,0
9454383,cargo,0
9909132,containers,0
9668635,cargo,0
9535591,cargo,0
9407665,vehicles,0
9183946,oil,0
9416393,oil,0
7394905,cargo,0
8714205,containers,0
9937995,chemical,0
9172545,bulk,0
7503491,chemical,0
8765319,oil,0
9167681,bulk,0
9458224,bulk,0
9411525,bulk,0
9170274,bulk,0
9675731,cargo,0
9437402,cargo,0
8331510,oil,0
9445526,containers,0
9204790,cargo,0
9236286,containers,0
9766310,oil,0
9788849,vehicles,0
9356127,containers,0
8109230,oil,0
9567518,bulk,0
9873979,bulk,0
9820415,LPG,0
7526560,bulk,0
9990325,oil,0
9978353,cargo,0
9136618,cargo,0
9796925,chemical,0
9330953,containers,0
8128640,bulk,0
9911642,bulk,0
7406772,livestock,0
9376000,cargo,0
7389716,chemical,0
7926942,bulk,0
9421219,chemical,0
8863628,cargo,0
9291078,bulk,0
9289764,chemical,0
8011500,asphalt,0
8672938,oil,0
9922029,bulk,0
8818764,cargo,0
9216858,containers,0
7727683,cargo,0
9945318,oil,0
9344265,chemical,0
9586411,bulk,0
7612228,bulk,0
7705740,oil,0
9498274,bulk,0
9031753,LPG,0
9330915,containers,0
9413872,oil,0
9585601,bulk,0
8351481,cargo,0
9248942,containers,0
9882944,cargo,0
5051224,cargo,0
9370111,cargo,0
9363821,chemical,0
8223000,containers,0
9136864,cargo,0
7413476,oil,0
8912742,containers,0
9673551,cargo,0
9700990,cargo,0
9729788,containers,0
9859844,oil,0
9447940,fuel,0
8417546,cargo,0
1014436,bulk,0
7711737,bulk,0
8912912,cargo,0
7382990,chemical,0
8770625,oil,0
9629926,chemical,0
9235062,chemical,0
9322982,chemical,0
9728382,bulk,0
8839287,cargo,0
9629067,containers,0
9360269,containers,0
8917730,cargo,0
9391361,chemical,0
1333894,cargo,0
9696096,bulk,0
9570589,chemical,0
9635743,cargo,0
8506529,bulk,0
8118372,bulk,0
8131049,cargo,0
8688066,cargo,0
9651084,chemical,0
8420218,oil,0
8224121,oil,0
9252371,oil,0
9816830,cargo,0
9409742,bulk,0
6801468,cargo,0
8956530,cargo,0
8118176,livestock,0
7110141,cargo,0
9419632,containers,0
8621800,cargo,0
9083201,cargo,0
8316223,bulk,0
9608063,fuel,0
8100105,cargo,0
9852937,bulk,0
9186405,containers,0
9081655,refrigerated,0
8727599,cargo,0
9267663,vehicles,0
9710842,containers,0
9248564,cargo,0
9273806,cargo,0
7208194,cargo,0
9032642,ore,0
1020772,bulk,0
9669691,chemical,0
9968009,containers,0
9723708,bulk,0
9543835,bulk,0
9624782,chemical,0
9295220,containers,0
9110377,containers,0
9324992,bulk,0
9789843,bulk,0
9407201,chemical,0
9743320,cargo,0
9989675,oil,0
8909068,refrigerated,0
8653073,bulk,0
9685358,containers,0
1075832,refrigerated,0
9505986,chemical,0
8677275,aggregates,0
9574406,bulk,0
8624591,bulk,0
9392315,chemical,0
9971903,bulk,0
9775177,bulk,0
9980306,bulk,0
9666871,containers,0
9495076,bulk,0
9913808,wood chips,0
9415222,bulk,0
7232353,cement,0
8319689,vehicles,0
9418327,timber,0
9601156,cargo,0
9601431,cargo,0
1115448,chemical,0
8845250,fuel,0
1017050,chemical,0
9438353,cargo,0
8409238,cargo,0
9373204,containers,0
8312813,cargo,0
9706322,bulk,0
9591662,bulk,0
9100516,chemical,0
9280184,oil,0
9314650,cargo,0
9238325,bulk,0
8814732,bulk,0
9813101,ore,0
9021265,chemical,0
9550709,oil,0
9172301,containers,0
9661807,chemical,0
9631357,cargo,0
9039638,oil,0
8669527,cargo,0
9348091,containers,0
9395496,oil,0
9674555,containers,0
7306166,asphalt,0
9363194,chemical,0
9143439,chemical,0
9994113,vehicles,0
9852949,LPG,0
9388273,oil,0
8847052,refrigerated,0
9301378,bulk,0
9301079,bulk,0
9267560,chemical,0
9285110,bulk,0
9615573,cargo,0
9939137,containers,0
9511791,chemical,0
8500989,cargo,0
9009073,chemical,0
9668881,bulk,0
9696876,cargo,0
9884265,bulk,0
9149328,containers,0
7915242,cargo,0
9521007,bulk,0
